Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanFeranec.1964	Feranec, Milan	M	1964	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanFeranec.1964	Feranec, Milan	M	1964	
ParlaMint-CZ-en_2020-03-04-ps2017-041-02-014-009	ParlaMint-CZ_2020-03-04-ps2017-041-02-014-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-04	2020-03-04	Lower house	ps2017	-	ps2017/041	ps2017/041/02	ps2017/041/009	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
