Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-010-007	ParlaMint-CZ_2020-10-23-ps2017-062-04-010-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/007	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
