Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-FI-en_2015-04-28-ps-1-meta.tsv,2015-04-28,1,3,0,0,0
ParlaMint-FI-en_2015-05-05-ps-2-meta.tsv,2015-05-05,3,11,0,0,0
ParlaMint-FI-en_2015-05-06-ps-3-meta.tsv,2015-05-06,0,1,0,0,0
ParlaMint-FI-en_2015-05-12-ps-4-meta.tsv,2015-05-12,1,9,7,3,0
ParlaMint-FI-en_2015-05-19-ps-5-meta.tsv,2015-05-19,0,1,1,0,0
ParlaMint-FI-en_2015-05-22-ps-6-meta.tsv,2015-05-22,0,1,0,0,0
ParlaMint-FI-en_2015-05-22-ps-7-meta.tsv,2015-05-22,0,6,5,7,0
ParlaMint-FI-en_2015-05-26-ps-8-meta.tsv,2015-05-26,0,5,9,6,0
ParlaMint-FI-en_2015-05-28-ps-10-meta.tsv,2015-05-28,0,1,0,0,0
ParlaMint-FI-en_2015-05-28-ps-9-meta.tsv,2015-05-28,0,1,0,0,0
ParlaMint-FI-en_2015-05-29-ps-11-meta.tsv,2015-05-29,0,1,1,0,0
ParlaMint-FI-en_2015-05-29-ps-12-meta.tsv,2015-05-29,0,2,1,0,0
ParlaMint-FI-en_2015-06-02-ps-13-meta.tsv,2015-06-02,0,54,51,17,0
ParlaMint-FI-en_2015-06-03-ps-14-meta.tsv,2015-06-03,1,40,44,17,0
ParlaMint-FI-en_2015-06-04-ps-15-meta.tsv,2015-06-04,0,1,2,1,0
ParlaMint-FI-en_2015-06-05-ps-16-meta.tsv,2015-06-05,0,7,6,0,0
ParlaMint-FI-en_2015-06-09-ps-17-meta.tsv,2015-06-09,1,1,1,0,0
ParlaMint-FI-en_2015-06-10-ps-18-meta.tsv,2015-06-10,0,12,4,4,0
ParlaMint-FI-en_2015-06-11-ps-19-meta.tsv,2015-06-11,0,17,11,6,0
ParlaMint-FI-en_2015-06-12-ps-20-meta.tsv,2015-06-12,0,2,3,0,0
ParlaMint-FI-en_2015-06-16-ps-21-meta.tsv,2015-06-16,0,19,21,3,0
