Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Regular	MP	notMinister	frES	European Solidarity Faction	Opposition	Centre-right	МихайлоВіталійовичЗабродський.1973	Zabrods'kyj, Mychajlo Vitalijovyč	M	1973	
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Regular	MP	notMinister	frES	European Solidarity Faction	Opposition	Centre-right	МихайлоВіталійовичЗабродський.1973	Zabrods'kyj, Mychajlo Vitalijovyč	M	1973	
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Regular	MP	notMinister	frHolos	Holos Faction	Opposition	Centre-right	РоманВасильовичКостенко.1983	Kostenko, Roman Vasyl'ovyč	M	1983	
ParlaMint-UA-en_2021-03-19-m1	ParlaMint-UA_2021-03-19-m1.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-03-19, n1	2021-03-19	Unicameralism	9	5	-	2021-03-19	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
