Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u6	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u7	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VuyeHendrik	Vuye, Hendrik	M	1962	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u8	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	OnkelinxLaurette	Onkelinx, Laurette	F	1958	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u9	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u10	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VerherstraetenServais	Verherstraeten, Servais	M	1960	
ParlaMint-BE-en_2015-11-19-54-plenair-ip081x	ParlaMint-BE_2015-11-19-54-plenair-ip081x.u11	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 19-11-2015	2015-11-19	Lower house	Zittingperiode 54	-	Plenaire zitting 081 van 19-11-2015	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
