Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Guest	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	BohuslavSobotka.1971	Sobotka, Bohuslav	M	1971	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanUrban.1958	Urban, Milan	M	1958	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-003-152	ParlaMint-CZ_2016-05-27-ps2013-047-04-003-152.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/152	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
