Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KristynaZelienkova.1974	Zelienková, Kristýna	F	1974	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	IvanGabal.1951	Gabal, Ivan	M	1951	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JeronymTejc.1977	Tejc, Jeroným	M	1977	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-002-007	ParlaMint-CZ_2016-05-31-ps2013-047-05-002-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/007	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
