Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	DanielHerman.1963	Herman, Daniel	M	1963	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilosBabis.1960	Babiš, Miloš	M	1960	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	DanaVahalova.1966	Váhalová, Dana	F	1966	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u12	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	DanaVahalova.1966	Váhalová, Dana	F	1966	
ParlaMint-CZ-en_2016-10-18-ps2013-050-01-008-009	ParlaMint-CZ_2016-10-18-ps2013-050-01-008-009.u13	Parliament of the Czech Republic, Chamber of Deputies, 2016-10-18	2016-10-18	Lower house	ps2013	-	ps2013/050	ps2013/050/01	ps2013/050/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
