Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JaroslavKlaska.1962	Klaška, Jaroslav	M	1962	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	KarelFiedler.1961	Fiedler, Karel	M	1961	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-012-041	ParlaMint-CZ_2016-02-10-ps2013-039-08-012-041.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/041	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
