Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JanFarsky.1979	Farský, Jan	M	1979	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2016-03-03-ps2013-042-03-006-077	ParlaMint-CZ_2016-03-03-ps2013-042-03-006-077.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-03	2016-03-03	Lower house	ps2013	-	ps2013/042	ps2013/042/03	ps2013/042/077	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
