Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavFaltynek.1962	Faltýnek, Jaroslav	M	1962	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-005-154	ParlaMint-CZ_2016-05-27-ps2013-047-04-005-154.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/154	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavFaltynek.1962	Faltýnek, Jaroslav	M	1962	
