Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanMladek.1960	Mládek, Jan	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u12	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u13	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u14	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u15	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-27-ps2013-047-04-001-150	ParlaMint-CZ_2016-05-27-ps2013-047-04-001-150.u16	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-27	2016-05-27	Lower house	ps2013	-	ps2013/047	ps2013/047/04	ps2013/047/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelCihak.1960	Čihák, Pavel	M	1960	
