Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Regular	notMP	Minister	-	-	-	-	SvatoplukNemecek.1972	Němeček, Svatopluk	M	1972	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	SonaMarkova.1963	Marková, Soňa	F	1963	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	SonaMarkova.1963	Marková, Soňa	F	1963	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	SonaMarkova.1963	Marková, Soňa	F	1963	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanVolny.1959	Volný, Jan	M	1959	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-004-012	ParlaMint-CZ_2016-05-25-ps2013-047-02-004-012.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/012	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
