Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	DanielHerman.1963	Herman, Daniel	M	1963	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VlastimilGabrhel.1978	Gabrhel, Vlastimil	M	1978	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u12	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u13	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u14	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u15	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u16	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u17	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u18	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u19	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u20	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	DanielHerman.1963	Herman, Daniel	M	1963	
ParlaMint-CZ-en_2016-03-10-ps2013-042-07-019-212	ParlaMint-CZ_2016-03-10-ps2013-042-07-019-212.u21	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-10	2016-03-10	Lower house	ps2013	-	ps2013/042	ps2013/042/07	ps2013/042/212	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
