Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LadislavSincl.1965	Šincl, Ladislav	M	1965	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LadislavSincl.1965	Šincl, Ladislav	M	1965	
ParlaMint-CZ-en_2016-05-31-ps2013-047-05-004-009	ParlaMint-CZ_2016-05-31-ps2013-047-05-004-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-31	2016-05-31	Lower house	ps2013	-	ps2013/047	ps2013/047/05	ps2013/047/009	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
