Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.1.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.2.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.3.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.4.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Centre-right	MartínIgnacio	Martín Blanco, Ignacio	M	1982	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.5.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.6.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Regular	MP	notMinister	GP-GM	Grup Mixt	-	Centre-right	RoldánLorena	Roldán Suárez, Lorena	F	1981	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.7.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.8.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	CidDavid	Cid Colomer, David	M	1980	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.9.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2021-09-30-1203	ParlaMint-ES-CT_2021-09-30-1203.10.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-09-30 1203.ana	2021-09-30	Unicameralism	XIV Legislatura	-	12	3	-	COVID	English	Regular	notMP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Centre	RomeroAlícia	Romero Llano, Alícia	F	1976	
