Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.1.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	GallegoJoan	Gallego i Herrera, Joan Carles	M	1954	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.2.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.3.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	GallegoJoan	Gallego i Herrera, Joan Carles	M	1954	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.4.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.5.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	GallegoJoan	Gallego i Herrera, Joan Carles	M	1954	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.6.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	GallegoJoan	Gallego i Herrera, Joan Carles	M	1954	
ParlaMint-ES-CT-en_2021-05-13-0401	ParlaMint-ES-CT_2021-05-13-0401.7.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2021-05-13 0401.ana	2021-05-13	Unicameralism	XIII Legislatura	-	4	1	-	COVID	English	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Left	GallegoJoan	Gallego i Herrera, Joan Carles	M	1954	
