Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-TR-en_2011-06-28-tbmm-T24-meta.tsv,2011-06-28,2,2,3,0,0
ParlaMint-TR-en_2011-07-04-tbmm-T24-meta.tsv,2011-07-04,2,4,0,0,0
ParlaMint-TR-en_2011-07-05-tbmm-T24-meta.tsv,2011-07-05,2,7,0,0,0
ParlaMint-TR-en_2011-07-06-tbmm-T24-meta.tsv,2011-07-06,1,3,0,0,0
ParlaMint-TR-en_2011-07-07-tbmm-T24-meta.tsv,2011-07-07,0,1,0,0,0
ParlaMint-TR-en_2011-07-08-tbmm-T24-meta.tsv,2011-07-08,0,2,0,0,0
ParlaMint-TR-en_2011-07-11-tbmm-T24-meta.tsv,2011-07-11,1,25,11,1,0
ParlaMint-TR-en_2011-07-12-tbmm-T24-meta.tsv,2011-07-12,0,1,0,0,0
ParlaMint-TR-en_2011-07-13-tbmm-T24-meta.tsv,2011-07-13,0,3,0,1,0
ParlaMint-TR-en_2011-07-14-tbmm-T24-meta.tsv,2011-07-14,0,6,1,0,0
ParlaMint-TR-en_2011-07-15-tbmm-T24-meta.tsv,2011-07-15,0,29,11,0,0
ParlaMint-TR-en_2011-10-01-tbmm-T24-meta.tsv,2011-10-01,1,2,0,0,0
ParlaMint-TR-en_2011-10-04-tbmm-T24-meta.tsv,2011-10-04,2,17,2,0,0
ParlaMint-TR-en_2011-10-05-tbmm-T24-meta.tsv,2011-10-05,3,30,10,0,0
ParlaMint-TR-en_2011-10-06-tbmm-T24-meta.tsv,2011-10-06,1,25,7,0,0
ParlaMint-TR-en_2011-10-11-tbmm-T24-meta.tsv,2011-10-11,2,23,2,0,0
ParlaMint-TR-en_2011-10-12-tbmm-T24-meta.tsv,2011-10-12,4,39,9,0,0
ParlaMint-TR-en_2011-10-13-tbmm-T24-meta.tsv,2011-10-13,3,35,14,0,0
ParlaMint-TR-en_2011-10-18-tbmm-T24-meta.tsv,2011-10-18,4,41,21,0,0
ParlaMint-TR-en_2011-10-19-tbmm-T24-meta.tsv,2011-10-19,0,16,5,0,0
ParlaMint-TR-en_2011-10-20-tbmm-T24-meta.tsv,2011-10-20,0,9,0,0,0
ParlaMint-TR-en_2011-10-25-tbmm-T24-meta.tsv,2011-10-25,2,36,15,0,0
ParlaMint-TR-en_2011-10-26-tbmm-T24-meta.tsv,2011-10-26,1,19,8,0,0
ParlaMint-TR-en_2011-10-27-tbmm-T24-meta.tsv,2011-10-27,2,36,13,0,0
ParlaMint-TR-en_2011-11-01-tbmm-T24-meta.tsv,2011-11-01,1,42,14,1,0
ParlaMint-TR-en_2011-11-02-tbmm-T24-meta.tsv,2011-11-02,0,33,24,0,0
ParlaMint-TR-en_2011-11-03-tbmm-T24-meta.tsv,2011-11-03,0,32,16,0,0
ParlaMint-TR-en_2011-11-10-tbmm-T24-meta.tsv,2011-11-10,1,21,2,0,0
ParlaMint-TR-en_2011-11-15-tbmm-T24-meta.tsv,2011-11-15,4,46,22,0,0
ParlaMint-TR-en_2011-11-16-tbmm-T24-meta.tsv,2011-11-16,2,49,21,0,0
ParlaMint-TR-en_2011-11-17-tbmm-T24-meta.tsv,2011-11-17,3,46,24,1,0
ParlaMint-TR-en_2011-11-22-tbmm-T24-meta.tsv,2011-11-22,3,23,16,1,0
ParlaMint-TR-en_2011-11-23-tbmm-T24-meta.tsv,2011-11-23,0,40,20,0,0
ParlaMint-TR-en_2011-11-24-tbmm-T24-meta.tsv,2011-11-24,1,46,31,0,0
ParlaMint-TR-en_2011-11-25-tbmm-T24-meta.tsv,2011-11-25,1,27,12,0,0
ParlaMint-TR-en_2011-11-29-tbmm-T24-meta.tsv,2011-11-29,1,28,21,1,0
ParlaMint-TR-en_2011-11-30-tbmm-T24-meta.tsv,2011-11-30,2,51,19,0,0
ParlaMint-TR-en_2011-12-01-tbmm-T24-meta.tsv,2011-12-01,1,19,6,0,0
ParlaMint-TR-en_2011-12-02-tbmm-T24-meta.tsv,2011-12-02,1,1,0,0,0
ParlaMint-TR-en_2011-12-06-tbmm-T24-meta.tsv,2011-12-06,1,19,10,0,0
ParlaMint-TR-en_2011-12-07-tbmm-T24-meta.tsv,2011-12-07,1,32,8,0,0
ParlaMint-TR-en_2011-12-08-tbmm-T24-meta.tsv,2011-12-08,1,41,19,0,0
ParlaMint-TR-en_2011-12-09-tbmm-T24-meta.tsv,2011-12-09,2,67,39,0,0
ParlaMint-TR-en_2011-12-10-tbmm-T24-meta.tsv,2011-12-10,0,24,17,0,0
ParlaMint-TR-en_2011-12-11-tbmm-T24-meta.tsv,2011-12-11,0,34,16,1,0
ParlaMint-TR-en_2011-12-12-tbmm-T24-meta.tsv,2011-12-12,1,51,21,0,0
ParlaMint-TR-en_2011-12-13-tbmm-T24-meta.tsv,2011-12-13,4,68,33,2,0
ParlaMint-TR-en_2011-12-14-tbmm-T24-meta.tsv,2011-12-14,2,63,29,1,0
ParlaMint-TR-en_2011-12-15-tbmm-T24-meta.tsv,2011-12-15,1,43,18,0,0
ParlaMint-TR-en_2011-12-16-tbmm-T24-meta.tsv,2011-12-16,2,42,27,0,0
ParlaMint-TR-en_2011-12-17-tbmm-T24-meta.tsv,2011-12-17,2,37,31,0,0
ParlaMint-TR-en_2011-12-18-tbmm-T24-meta.tsv,2011-12-18,1,22,12,0,0
ParlaMint-TR-en_2011-12-19-tbmm-T24-meta.tsv,2011-12-19,3,33,25,1,0
ParlaMint-TR-en_2011-12-20-tbmm-T24-meta.tsv,2011-12-20,2,58,25,1,0
ParlaMint-TR-en_2011-12-21-tbmm-T24-meta.tsv,2011-12-21,2,27,7,1,0
ParlaMint-TR-en_2011-12-22-tbmm-T24-meta.tsv,2011-12-22,2,47,19,0,0
ParlaMint-TR-en_2012-01-03-tbmm-T24-meta.tsv,2012-01-03,2,30,8,0,0
ParlaMint-TR-en_2012-01-04-tbmm-T24-meta.tsv,2012-01-04,3,18,4,0,0
ParlaMint-TR-en_2012-01-05-tbmm-T24-meta.tsv,2012-01-05,1,20,9,0,0
ParlaMint-TR-en_2012-01-10-tbmm-T24-meta.tsv,2012-01-10,0,31,8,0,0
ParlaMint-TR-en_2012-01-11-tbmm-T24-meta.tsv,2012-01-11,0,35,10,0,0
ParlaMint-TR-en_2012-01-12-tbmm-T24-meta.tsv,2012-01-12,0,25,8,0,0
ParlaMint-TR-en_2012-01-17-tbmm-T24-meta.tsv,2012-01-17,1,31,9,0,0
ParlaMint-TR-en_2012-01-18-tbmm-T24-meta.tsv,2012-01-18,2,37,17,0,0
ParlaMint-TR-en_2012-01-19-tbmm-T24-meta.tsv,2012-01-19,2,51,28,1,0
ParlaMint-TR-en_2012-01-24-tbmm-T24-meta.tsv,2012-01-24,0,10,8,0,0
ParlaMint-TR-en_2012-01-25-tbmm-T24-meta.tsv,2012-01-25,1,21,20,0,0
ParlaMint-TR-en_2012-01-26-tbmm-T24-meta.tsv,2012-01-26,1,40,12,0,0
