Session,Date,Left,Centre,Right
ParlaMint-TR-en_2011-06-28-tbmm-T24-meta.tsv,2011-06-28,3,0,4
ParlaMint-TR-en_2011-07-04-tbmm-T24-meta.tsv,2011-07-04,3,0,3
ParlaMint-TR-en_2011-07-05-tbmm-T24-meta.tsv,2011-07-05,1,0,8
ParlaMint-TR-en_2011-07-06-tbmm-T24-meta.tsv,2011-07-06,2,0,2
ParlaMint-TR-en_2011-07-07-tbmm-T24-meta.tsv,2011-07-07,0,0,1
ParlaMint-TR-en_2011-07-08-tbmm-T24-meta.tsv,2011-07-08,0,0,2
ParlaMint-TR-en_2011-07-11-tbmm-T24-meta.tsv,2011-07-11,12,0,26
ParlaMint-TR-en_2011-07-12-tbmm-T24-meta.tsv,2011-07-12,0,0,1
ParlaMint-TR-en_2011-07-13-tbmm-T24-meta.tsv,2011-07-13,2,0,2
ParlaMint-TR-en_2011-07-14-tbmm-T24-meta.tsv,2011-07-14,2,0,5
ParlaMint-TR-en_2011-07-15-tbmm-T24-meta.tsv,2011-07-15,13,0,27
ParlaMint-TR-en_2011-10-01-tbmm-T24-meta.tsv,2011-10-01,1,0,1
ParlaMint-TR-en_2011-10-04-tbmm-T24-meta.tsv,2011-10-04,12,0,9
ParlaMint-TR-en_2011-10-05-tbmm-T24-meta.tsv,2011-10-05,20,0,23
ParlaMint-TR-en_2011-10-06-tbmm-T24-meta.tsv,2011-10-06,20,0,12
ParlaMint-TR-en_2011-10-11-tbmm-T24-meta.tsv,2011-10-11,13,0,14
ParlaMint-TR-en_2011-10-12-tbmm-T24-meta.tsv,2011-10-12,23,0,29
ParlaMint-TR-en_2011-10-13-tbmm-T24-meta.tsv,2011-10-13,29,0,22
ParlaMint-TR-en_2011-10-18-tbmm-T24-meta.tsv,2011-10-18,30,0,36
ParlaMint-TR-en_2011-10-19-tbmm-T24-meta.tsv,2011-10-19,7,0,14
ParlaMint-TR-en_2011-10-20-tbmm-T24-meta.tsv,2011-10-20,6,0,3
ParlaMint-TR-en_2011-10-25-tbmm-T24-meta.tsv,2011-10-25,23,0,30
ParlaMint-TR-en_2011-10-26-tbmm-T24-meta.tsv,2011-10-26,13,0,15
ParlaMint-TR-en_2011-10-27-tbmm-T24-meta.tsv,2011-10-27,22,0,29
ParlaMint-TR-en_2011-11-01-tbmm-T24-meta.tsv,2011-11-01,26,0,32
ParlaMint-TR-en_2011-11-02-tbmm-T24-meta.tsv,2011-11-02,20,0,37
ParlaMint-TR-en_2011-11-03-tbmm-T24-meta.tsv,2011-11-03,13,0,35
ParlaMint-TR-en_2011-11-10-tbmm-T24-meta.tsv,2011-11-10,12,0,12
ParlaMint-TR-en_2011-11-15-tbmm-T24-meta.tsv,2011-11-15,36,0,36
ParlaMint-TR-en_2011-11-16-tbmm-T24-meta.tsv,2011-11-16,34,0,38
ParlaMint-TR-en_2011-11-17-tbmm-T24-meta.tsv,2011-11-17,30,0,44
ParlaMint-TR-en_2011-11-22-tbmm-T24-meta.tsv,2011-11-22,20,0,23
ParlaMint-TR-en_2011-11-23-tbmm-T24-meta.tsv,2011-11-23,23,0,36
ParlaMint-TR-en_2011-11-24-tbmm-T24-meta.tsv,2011-11-24,30,0,48
ParlaMint-TR-en_2011-11-25-tbmm-T24-meta.tsv,2011-11-25,15,0,24
ParlaMint-TR-en_2011-11-29-tbmm-T24-meta.tsv,2011-11-29,19,0,31
ParlaMint-TR-en_2011-11-30-tbmm-T24-meta.tsv,2011-11-30,35,0,37
ParlaMint-TR-en_2011-12-01-tbmm-T24-meta.tsv,2011-12-01,9,0,16
ParlaMint-TR-en_2011-12-02-tbmm-T24-meta.tsv,2011-12-02,1,0,1
ParlaMint-TR-en_2011-12-06-tbmm-T24-meta.tsv,2011-12-06,16,0,14
ParlaMint-TR-en_2011-12-07-tbmm-T24-meta.tsv,2011-12-07,20,0,21
ParlaMint-TR-en_2011-12-08-tbmm-T24-meta.tsv,2011-12-08,30,0,31
ParlaMint-TR-en_2011-12-09-tbmm-T24-meta.tsv,2011-12-09,34,0,73
ParlaMint-TR-en_2011-12-10-tbmm-T24-meta.tsv,2011-12-10,12,0,28
