Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Regular	MP	notMinister	ODS	Civic Democratic Party	-	Centre-right to right	ZuzanaMajerovaZahradnikova.1972	Majerová Zahradníková, Zuzana	F	1972	
ParlaMint-CZ-en_2019-06-19-ps2017-030-10-003-152	ParlaMint-CZ_2019-06-19-ps2017-030-10-003-152.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-19	2019-06-19	Lower house	ps2017	-	ps2017/030	ps2017/030/10	ps2017/030/152	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
