Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2019-10-18-ps2017-035-04-001-206	ParlaMint-CZ_2019-10-18-ps2017-035-04-001-206.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-18	2019-10-18	Lower house	ps2017	-	ps2017/035	ps2017/035/04	ps2017/035/206	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
