Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-02-01-ps2017-026-08-001-005	ParlaMint-CZ_2019-02-01-ps2017-026-08-001-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-02-01	2019-02-01	Lower house	ps2017	-	ps2017/026	ps2017/026/08	ps2017/026/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-02-01-ps2017-026-08-001-005	ParlaMint-CZ_2019-02-01-ps2017-026-08-001-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-02-01	2019-02-01	Lower house	ps2017	-	ps2017/026	ps2017/026/08	ps2017/026/005	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	DanaBalcarova.1960	Balcarová, Dana	F	1960	
ParlaMint-CZ-en_2019-02-01-ps2017-026-08-001-005	ParlaMint-CZ_2019-02-01-ps2017-026-08-001-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-02-01	2019-02-01	Lower house	ps2017	-	ps2017/026	ps2017/026/08	ps2017/026/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
