Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriValenta.1965	Valenta, Jiří	M	1965	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasCernohorsky.1984	Černohorský, Lukáš	M	1984	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-06-06-ps2017-030-07-002-227	ParlaMint-CZ_2019-06-06-ps2017-030-07-002-227.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-06	2019-06-06	Lower house	ps2017	-	ps2017/030	ps2017/030/07	ps2017/030/227	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
