Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Regular	notMP	Minister	-	-	-	-	JanKnezinek.1979	Kněžínek, Jan	M	1979	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2019-01-25-ps2017-026-04-015-038	ParlaMint-CZ_2019-01-25-ps2017-026-04-015-038.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-25	2019-01-25	Lower house	ps2017	-	ps2017/026	ps2017/026/04	ps2017/026/038	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
