Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	TomasMartinek.1986	Martínek, Tomáš	M	1986	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Guest	MP	notMinister	-	-	-	-	ZdenekHraba	Hraba, Zdeněk	M	-	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2019-12-03-ps2017-039-05-002-002	ParlaMint-CZ_2019-12-03-ps2017-039-05-002-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-03	2019-12-03	Lower house	ps2017	-	ps2017/039	ps2017/039/05	ps2017/039/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
