Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JaroslavFoldyna.1960	Foldyna, Jaroslav	M	1960	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavFaltynek.1962	Faltýnek, Jaroslav	M	1962	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2019-03-27-ps2017-027-10-000-000	ParlaMint-CZ_2019-03-27-ps2017-027-10-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-27	2019-03-27	Lower house	ps2017	-	ps2017/027	ps2017/027/10	ps2017/027/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
