Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JiriKohoutek.1964	Kohoutek, Jiří	M	1964	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u17	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u18	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u19	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u20	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u21	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u22	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2019-12-04-ps2017-039-06-002-211	ParlaMint-CZ_2019-12-04-ps2017-039-06-002-211.u23	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-04	2019-12-04	Lower house	ps2017	-	ps2017/039	ps2017/039/06	ps2017/039/211	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
