Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanCizinsky.1978	Čižinský, Jan	M	1978	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-07-12-ps2017-033-04-003-037	ParlaMint-CZ_2019-07-12-ps2017-033-04-003-037.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-12	2019-07-12	Lower house	ps2017	-	ps2017/033	ps2017/033/04	ps2017/033/037	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
