Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanRehounek.1974	Řehounek, Jan	M	1974	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanRehounek.1974	Řehounek, Jan	M	1974	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanRehounek.1974	Řehounek, Jan	M	1974	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanRehounek.1974	Řehounek, Jan	M	1974	
ParlaMint-CZ-en_2019-11-27-ps2017-039-02-001-201	ParlaMint-CZ_2019-11-27-ps2017-039-02-001-201.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-27	2019-11-27	Lower house	ps2017	-	ps2017/039	ps2017/039/02	ps2017/039/201	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
