Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanCizinsky.1978	Čižinský, Jan	M	1978	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2019-04-17-ps2017-028-02-011-010	ParlaMint-CZ_2019-04-17-ps2017-028-02-011-010.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-04-17	2019-04-17	Lower house	ps2017	-	ps2017/028	ps2017/028/02	ps2017/028/010	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
