Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e30	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e66	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e165	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e170	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.HLI	Limi, Hans Andreas	M	1960	
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e175	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
ParlaMint-NO-en_2018-09-28	ParlaMint-NO_2018-09-28.ana.ud415e427	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2018-09-28	2018-09-28	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2018-09-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.TWT	Trøen, Tone Wilhelmsen	F	1966	
