Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e91	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e118	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e146	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e157	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e162	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.NIW	Wilkinson, Nicholas	M	1988	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e168	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e173	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.SR	Reiten, Steinar	M	1963	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e178	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e183	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.AAST	Grande, Arild	M	1978	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e188	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e193	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.MKS	Strand, Marit Knutsdatter	F	1992	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e198	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e220	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e234	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KAAN	Andersen, Karin	F	1952	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e251	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e267	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.MOW	Wold, Morten	M	1967	
ParlaMint-NO-en_2018-02-27	ParlaMint-NO_2018-02-27.ana.ud529e280	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2018-02-27	2018-02-27	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2018-02-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
