Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирМироновичСоляр.1981	Soljar, Volodymyr Myronovyč	M	1981	
ParlaMint-UA-en_2022-12-28-m0	ParlaMint-UA_2022-12-28-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 8, sitting day 2022-12-28, n0	2022-12-28	Unicameralism	9	8	-	2022-12-28	-	COVID,War	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
