Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u1	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u2	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u3	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u4	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u5	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u6	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	PabloJesúsJiménezFernández	Jiménez Fernández, Pablo Jesús	M	-	
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u7	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u8	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	VicenteAlejandroMaríTorres	Marí Torres, Vicente Alejandro	M	-	
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u9	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u10	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	JoséMaríaFerraTerrasa	Ferra Terrasa, José María	M	-	
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u11	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-09-CD210309	ParlaMint-ES_2021-03-09-CD210309.u12	Plenary session 80 (2021-03-09)	2021-03-09	Lower house	Legislatura XIV	Sesión plenaria núm. 80	-	2021-03-09	-	COVID	English	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	AlbertBotranPahissa	Botran Pahissa, Albert	M	1984	
