Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u1	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u2	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u3	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u4	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	MertxeAizpuruaArzallus	Aizpurua Arzallus, Mertxe	F	1960	
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u5	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u6	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	ÍñigoBarandiaranBenito	Barandiaran Benito, Íñigo	M	1959	
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u7	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u8	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	SaraGiménezGiménez	Giménez Giménez, Sara	F	1977	
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u9	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u10	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	SaraGiménezGiménez	Giménez Giménez, Sara	F	1977	
ParlaMint-ES-en_2021-05-20-CD210520	ParlaMint-ES_2021-05-20-CD210520.u11	Plenary session 100 (2021-05-20)	2021-05-20	Lower house	Legislatura XIV	Sesión plenaria núm. 100	-	2021-05-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
