Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u1	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u2	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JuanCarlosSeguraJust	Segura Just, Juan Carlos	M	1960	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u3	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u4	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PilarCalvoGómez	Calvo Gómez, Pilar	F	1963	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u5	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u6	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u7	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u8	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	SergiMiqueliValentí	Miquel i Valentí, Sergi	M	1989	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u9	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u10	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u11	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u12	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u13	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u14	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MaríaCarmenMartínezGranados	Martínez Granados, María Carmen	F	1979	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u15	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u16	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	JoanMargallSastre	Margall Sastre, Joan	M	1975	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u17	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u18	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	TxemaGuijarroGarcía	Guijarro García, Txema	M	1975	
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u19	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-16-CD210316	ParlaMint-ES_2021-03-16-CD210316.u20	Plenary session 83 (2021-03-16)	2021-03-16	Lower house	Legislatura XIV	Sesión plenaria núm. 83	-	2021-03-16	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JoséRamírezDelRío	Ramírez Del Río, José	M	1973	
