Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u1	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u2	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Regular	MP	Minister	-	-	-	-	JoséManuelAlbaresBueno	Albares Bueno, José Manuel	M	1972	
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u3	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u4	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MaríaCarmenMartínezGranados	Martínez Granados, María Carmen	F	1979	
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u5	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u6	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	MaríaValentinaMartínezFerro	Martínez Ferro, María Valentina	F	1976	
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u7	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u8	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	PalomaGázquezCollado	Gázquez Collado, Paloma	F	1969	
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u9	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u10	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	GerardoPisarelloPrados	Pisarello Prados, Gerardo	M	1970	
ParlaMint-ES-en_2021-11-23-CD211123	ParlaMint-ES_2021-11-23-CD211123.u11	Plenary session 133 (2021-11-23)	2021-11-23	Lower house	Legislatura XIV	Sesión plenaria núm. 133	-	2021-11-23	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
