Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u1	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u2	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u3	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u4	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u5	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u6	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u7	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u8	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u9	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Regular	MP	notMinister	-	-	-	-	CarlosGarcíaAdanero	García Adanero, Carlos	M	1967	
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u10	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u11	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Regular	MP	notMinister	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2021-04-20-CD210420	ParlaMint-ES_2021-04-20-CD210420.u12	Plenary session 92 (2021-04-20)	2021-04-20	Lower house	Legislatura XIV	Sesión plenaria núm. 92	-	2021-04-20	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
