Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u1	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u2	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u3	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u4	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u5	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u6	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u7	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JuanJoséAizcorbeTorra	Aizcorbe Torra, Juan José	M	1959	
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u8	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u9	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	JaimeDeOlanoVela	De Olano Vela, Jaime	M	1970	
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u10	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u11	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	JaimeDeOlanoVela	De Olano Vela, Jaime	M	1970	
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u12	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-03-11-CD210311	ParlaMint-ES_2021-03-11-CD210311.u13	Plenary session 82 (2021-03-11)	2021-03-11	Lower house	Legislatura XIV	Sesión plenaria núm. 82	-	2021-03-11	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	JaimeDeOlanoVela	De Olano Vela, Jaime	M	1970	
