Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u1	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u2	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u13	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u14	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u15	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u16	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u17	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u18	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u19	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	LauraBerjaVega	Berja Vega, Laura	F	1986	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u20	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u21	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	JoséMaríaSánchezGarcía	Sánchez García, José María	M	1963	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u22	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u23	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	MaríaDeLaCabezaRuizSolás	Ruiz Solás, María De La Cabeza	F	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u24	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u25	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	IsabelPozuetaFernández	Pozueta Fernández, Isabel	F	1965	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u26	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u27	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u28	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u29	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	SaraGiménezGiménez	Giménez Giménez, Sara	F	1977	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u30	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u31	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u32	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u33	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	ÍñigoErrejónGalván	Errejón Galván, Íñigo	M	1983	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u34	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u35	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	ÍñigoErrejónGalván	Errejón Galván, Íñigo	M	1983	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u36	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u37	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	ÍñigoErrejónGalván	Errejón Galván, Íñigo	M	1983	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u38	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u39	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PilarCalvoGómez	Calvo Gómez, Pilar	F	1963	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u40	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u41	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	PilarVallugeraBalañà	Vallugera Balañà, Pilar	F	1967	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u42	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u43	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u44	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u45	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	MaríaTeresaAnguloRomero	Angulo Romero, María Teresa	F	1968	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u46	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u47	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u48	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u49	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u50	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	ConcepciónGamarraRuizClavijo	Gamarra Ruiz-Clavijo, Concepción	F	1974	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u51	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u52	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u53	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u54	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	-	-	-	-	SergioSayasLópez	Sayas López, Sergio	M	1979	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u55	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u56	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	JonIñarrituGarcía	Iñarritu García, Jon	M	1979	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u57	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u58	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u59	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u60	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	EdmundoBalFrancés	Bal Francés, Edmundo	M	1967	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u61	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u62	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u63	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u64	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u65	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u66	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u67	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u68	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	CarolinaTelecheaiLozano	Telechea i Lozano, Carolina	F	1981	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u69	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u70	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2021-09-21-CD210921	ParlaMint-ES_2021-09-21-CD210921.u71	Plenary session 117 (2021-09-21)	2021-09-21	Lower house	Legislatura XIV	Sesión plenaria núm. 117	-	2021-09-21	-	COVID	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
