Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2013-10-01-tbmm-T24	tbmm-2013-10-01sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 1	2013-10-01	Unicameralism	24	4	1	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2013-10-01-tbmm-T24	tbmm-2013-10-01sit01spe0002par0035	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 1	2013-10-01	Unicameralism	24	4	1	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	Abdullah.Gül	Gül, Abdullah	M	1950	
ParlaMint-TR-en_2013-10-01-tbmm-T24	tbmm-2013-10-01sit01spe0003par0117	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 1	2013-10-01	Unicameralism	24	4	1	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2013-10-01-tbmm-T24	tbmm-2013-10-01sit02spe0003par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 1	2013-10-01	Unicameralism	24	4	1	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
