Session,Date,Male,Female
ParlaMint-SI-en_2001-12-21-SDZ3-Izredna-12-meta.tsv,2001-12-21,19,4
ParlaMint-SI-en_2002-01-17-SDZ3-Izredna-13-meta.tsv,2002-01-17,22,2
ParlaMint-SI-en_2002-01-22-SDZ3-Redna-12-meta.tsv,2002-01-22,40,6
ParlaMint-SI-en_2002-01-23-SDZ3-Redna-12-meta.tsv,2002-01-23,34,5
ParlaMint-SI-en_2002-01-24-SDZ3-Redna-12-meta.tsv,2002-01-24,31,7
ParlaMint-SI-en_2002-01-25-SDZ3-Redna-12-meta.tsv,2002-01-25,13,1
ParlaMint-SI-en_2002-01-29-SDZ3-Redna-12-meta.tsv,2002-01-29,28,2
ParlaMint-SI-en_2002-01-30-SDZ3-Redna-12-meta.tsv,2002-01-30,27,6
ParlaMint-SI-en_2002-01-31-SDZ3-Redna-12-meta.tsv,2002-01-31,25,5
ParlaMint-SI-en_2002-02-01-SDZ3-Redna-12-meta.tsv,2002-02-01,22,3
ParlaMint-SI-en_2002-02-12-SDZ3-Izredna-14-meta.tsv,2002-02-12,20,5
ParlaMint-SI-en_2002-02-13-SDZ3-Izredna-14-meta.tsv,2002-02-13,22,1
ParlaMint-SI-en_2002-02-14-SDZ3-Izredna-14-meta.tsv,2002-02-14,23,6
ParlaMint-SI-en_2002-02-15-SDZ3-Izredna-14-meta.tsv,2002-02-15,20,2
ParlaMint-SI-en_2002-02-19-SDZ3-Redna-13-meta.tsv,2002-02-19,35,7
ParlaMint-SI-en_2002-02-20-SDZ3-Redna-13-meta.tsv,2002-02-20,33,3
ParlaMint-SI-en_2002-02-21-SDZ3-Redna-13-meta.tsv,2002-02-21,29,5
ParlaMint-SI-en_2002-02-22-SDZ3-Redna-13-meta.tsv,2002-02-22,6,1
ParlaMint-SI-en_2002-02-26-SDZ3-Redna-13-meta.tsv,2002-02-26,29,2
ParlaMint-SI-en_2002-02-27-SDZ3-Redna-13-meta.tsv,2002-02-27,27,4
ParlaMint-SI-en_2002-02-28-SDZ3-Redna-13-meta.tsv,2002-02-28,18,1
ParlaMint-SI-en_2002-03-01-SDZ3-Redna-13-meta.tsv,2002-03-01,16,2
ParlaMint-SI-en_2002-03-19-SDZ3-Redna-14-meta.tsv,2002-03-19,38,4
ParlaMint-SI-en_2002-03-20-SDZ3-Redna-14-meta.tsv,2002-03-20,25,4
ParlaMint-SI-en_2002-03-21-SDZ3-Redna-14-meta.tsv,2002-03-21,27,6
ParlaMint-SI-en_2002-03-22-SDZ3-Redna-14-meta.tsv,2002-03-22,21,6
ParlaMint-SI-en_2002-03-26-SDZ3-Redna-14-meta.tsv,2002-03-26,19,1
ParlaMint-SI-en_2002-03-27-SDZ3-Izredna-15-meta.tsv,2002-03-27,7,1
ParlaMint-SI-en_2002-03-27-SDZ3-Redna-14-meta.tsv,2002-03-27,28,6
ParlaMint-SI-en_2002-03-28-SDZ3-Redna-14-meta.tsv,2002-03-28,26,3
ParlaMint-SI-en_2002-04-02-SDZ3-Redna-14-meta.tsv,2002-04-02,34,6
ParlaMint-SI-en_2002-04-16-SDZ3-Redna-15-meta.tsv,2002-04-16,37,8
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16-meta.tsv,2002-04-17,4,1
ParlaMint-SI-en_2002-04-17-SDZ3-Redna-15-meta.tsv,2002-04-17,20,4
ParlaMint-SI-en_2002-04-18-SDZ3-Izredna-16-meta.tsv,2002-04-18,21,3
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15-meta.tsv,2002-04-18,3,2
ParlaMint-SI-en_2002-04-19-SDZ3-Redna-15-meta.tsv,2002-04-19,10,4
ParlaMint-SI-en_2002-04-23-SDZ3-Redna-15-meta.tsv,2002-04-23,16,1
ParlaMint-SI-en_2002-04-24-SDZ3-Redna-15-meta.tsv,2002-04-24,39,13
ParlaMint-SI-en_2002-04-25-SDZ3-Redna-15-meta.tsv,2002-04-25,31,7
ParlaMint-SI-en_2002-04-26-SDZ3-Izredna-17-meta.tsv,2002-04-26,24,6
ParlaMint-SI-en_2002-05-07-SDZ3-Izredna-18-meta.tsv,2002-05-07,19,2
ParlaMint-SI-en_2002-05-14-SDZ3-Izredna-19-meta.tsv,2002-05-14,22,5
ParlaMint-SI-en_2002-05-15-SDZ3-Izredna-19-meta.tsv,2002-05-15,21,4
ParlaMint-SI-en_2002-05-16-SDZ3-Izredna-19-meta.tsv,2002-05-16,24,4
ParlaMint-SI-en_2002-05-21-SDZ3-Redna-16-meta.tsv,2002-05-21,43,3
ParlaMint-SI-en_2002-05-22-SDZ3-Redna-16-meta.tsv,2002-05-22,33,2
ParlaMint-SI-en_2002-05-23-SDZ3-Redna-16-meta.tsv,2002-05-23,32,1
ParlaMint-SI-en_2002-05-28-SDZ3-Redna-16-meta.tsv,2002-05-28,29,7
ParlaMint-SI-en_2002-05-29-SDZ3-Redna-16-meta.tsv,2002-05-29,31,6
ParlaMint-SI-en_2002-05-30-SDZ3-Redna-16-meta.tsv,2002-05-30,33,6
ParlaMint-SI-en_2002-05-31-SDZ3-Redna-16-meta.tsv,2002-05-31,28,5
ParlaMint-SI-en_2002-06-11-SDZ3-Izredna-20-meta.tsv,2002-06-11,19,3
ParlaMint-SI-en_2002-06-12-SDZ3-Izredna-20-meta.tsv,2002-06-12,29,9
ParlaMint-SI-en_2002-06-13-SDZ3-Izredna-20-meta.tsv,2002-06-13,19,4
ParlaMint-SI-en_2002-06-18-SDZ3-Redna-17-meta.tsv,2002-06-18,24,3
ParlaMint-SI-en_2002-06-19-SDZ3-Redna-17-meta.tsv,2002-06-19,19,5
ParlaMint-SI-en_2002-06-20-SDZ3-Redna-17-meta.tsv,2002-06-20,37,10
ParlaMint-SI-en_2002-06-21-SDZ3-Redna-17-meta.tsv,2002-06-21,23,6
ParlaMint-SI-en_2002-06-26-SDZ3-Redna-17-meta.tsv,2002-06-26,15,3
ParlaMint-SI-en_2002-07-09-SDZ3-Izredna-21-meta.tsv,2002-07-09,25,4
ParlaMint-SI-en_2002-07-10-SDZ3-Izredna-21-meta.tsv,2002-07-10,34,5
ParlaMint-SI-en_2002-07-11-SDZ3-Izredna-21-meta.tsv,2002-07-11,22,3
ParlaMint-SI-en_2002-07-12-SDZ3-Izredna-21-meta.tsv,2002-07-12,21,3
ParlaMint-SI-en_2002-09-23-SDZ3-Redna-18-meta.tsv,2002-09-23,32,6
ParlaMint-SI-en_2002-09-24-SDZ3-Redna-18-meta.tsv,2002-09-24,35,8
ParlaMint-SI-en_2002-09-25-SDZ3-Redna-18-meta.tsv,2002-09-25,38,3
ParlaMint-SI-en_2002-09-26-SDZ3-Redna-18-meta.tsv,2002-09-26,19,4
ParlaMint-SI-en_2002-09-27-SDZ3-Redna-18-meta.tsv,2002-09-27,1,0
ParlaMint-SI-en_2002-10-15-SDZ3-Izredna-22-meta.tsv,2002-10-15,8,0
ParlaMint-SI-en_2002-10-21-SDZ3-Redna-19-meta.tsv,2002-10-21,29,6
ParlaMint-SI-en_2002-10-22-SDZ3-Redna-19-meta.tsv,2002-10-22,34,9
ParlaMint-SI-en_2002-10-23-SDZ3-Redna-19-meta.tsv,2002-10-23,18,11
ParlaMint-SI-en_2002-10-24-SDZ3-Redna-19-meta.tsv,2002-10-24,43,5
ParlaMint-SI-en_2002-10-25-SDZ3-Redna-19-meta.tsv,2002-10-25,28,3
ParlaMint-SI-en_2002-11-25-SDZ3-Redna-20-meta.tsv,2002-11-25,28,5
ParlaMint-SI-en_2002-11-26-SDZ3-Redna-20-meta.tsv,2002-11-26,31,6
ParlaMint-SI-en_2002-11-27-SDZ3-Redna-20-meta.tsv,2002-11-27,35,11
ParlaMint-SI-en_2002-11-28-SDZ3-Redna-20-meta.tsv,2002-11-28,44,9
ParlaMint-SI-en_2002-11-29-SDZ3-Redna-20-meta.tsv,2002-11-29,33,3
ParlaMint-SI-en_2002-12-04-SDZ3-Izredna-23-meta.tsv,2002-12-04,11,1
ParlaMint-SI-en_2002-12-11-SDZ3-Izredna-24-meta.tsv,2002-12-11,30,4
ParlaMint-SI-en_2002-12-12-SDZ3-Izredna-24-meta.tsv,2002-12-12,14,1
ParlaMint-SI-en_2002-12-17-SDZ3-Redna-21-meta.tsv,2002-12-17,23,3
ParlaMint-SI-en_2002-12-18-SDZ3-Redna-21-meta.tsv,2002-12-18,47,11
ParlaMint-SI-en_2002-12-19-SDZ3-Izredna-25-meta.tsv,2002-12-19,56,11
ParlaMint-SI-en_2002-12-20-SDZ3-Izredna-25-meta.tsv,2002-12-20,24,3
ParlaMint-SI-en_2002-12-27-SDZ3-Izredna-26-meta.tsv,2002-12-27,18,1
ParlaMint-SI-en_2003-01-27-SDZ3-Redna-22-meta.tsv,2003-01-27,38,5
ParlaMint-SI-en_2003-01-28-SDZ3-Redna-22-meta.tsv,2003-01-28,40,6
ParlaMint-SI-en_2003-01-29-SDZ3-Redna-22-meta.tsv,2003-01-29,31,4
ParlaMint-SI-en_2003-01-30-SDZ3-Redna-22-meta.tsv,2003-01-30,37,3
ParlaMint-SI-en_2003-02-12-SDZ3-Izredna-27-meta.tsv,2003-02-12,19,1
ParlaMint-SI-en_2003-02-24-SDZ3-Redna-23-meta.tsv,2003-02-24,26,5
ParlaMint-SI-en_2003-02-25-SDZ3-Redna-23-meta.tsv,2003-02-25,36,5
ParlaMint-SI-en_2003-02-26-SDZ3-Redna-23-meta.tsv,2003-02-26,34,8
ParlaMint-SI-en_2003-02-27-SDZ3-Izredna-28-meta.tsv,2003-02-27,18,1
ParlaMint-SI-en_2003-02-27-SDZ3-Redna-23-meta.tsv,2003-02-27,1,0
ParlaMint-SI-en_2003-03-07-SDZ3-Izredna-29-meta.tsv,2003-03-07,17,3
ParlaMint-SI-en_2003-03-24-SDZ3-Redna-24-meta.tsv,2003-03-24,39,7
ParlaMint-SI-en_2003-03-25-SDZ3-Redna-24-meta.tsv,2003-03-25,38,5
ParlaMint-SI-en_2003-03-26-SDZ3-Redna-24-meta.tsv,2003-03-26,35,5
ParlaMint-SI-en_2003-03-27-SDZ3-Redna-24-meta.tsv,2003-03-27,21,3
ParlaMint-SI-en_2003-04-08-SDZ3-Izredna-30-meta.tsv,2003-04-08,43,6
ParlaMint-SI-en_2003-04-09-SDZ3-Izredna-31-meta.tsv,2003-04-09,14,0
ParlaMint-SI-en_2003-04-22-SDZ3-Redna-25-meta.tsv,2003-04-22,39,8
ParlaMint-SI-en_2003-04-23-SDZ3-Redna-25-meta.tsv,2003-04-23,42,4
ParlaMint-SI-en_2003-05-26-SDZ3-Redna-26-meta.tsv,2003-05-26,11,5
ParlaMint-SI-en_2003-05-27-SDZ3-Redna-26-meta.tsv,2003-05-27,25,6
ParlaMint-SI-en_2003-05-28-SDZ3-Redna-26-meta.tsv,2003-05-28,31,7
ParlaMint-SI-en_2003-05-29-SDZ3-Redna-26-meta.tsv,2003-05-29,39,5
ParlaMint-SI-en_2003-06-16-SDZ3-Redna-27-meta.tsv,2003-06-16,33,6
ParlaMint-SI-en_2003-06-17-SDZ3-Redna-27-meta.tsv,2003-06-17,33,8
ParlaMint-SI-en_2003-06-18-SDZ3-Redna-27-meta.tsv,2003-06-18,35,4
ParlaMint-SI-en_2003-06-19-SDZ3-Redna-27-meta.tsv,2003-06-19,45,5
ParlaMint-SI-en_2003-07-09-SDZ3-Redna-28-meta.tsv,2003-07-09,42,5
ParlaMint-SI-en_2003-07-10-SDZ3-Redna-28-meta.tsv,2003-07-10,48,8
ParlaMint-SI-en_2003-07-11-SDZ3-Redna-28-meta.tsv,2003-07-11,27,5
ParlaMint-SI-en_2003-07-14-SDZ3-Redna-28-meta.tsv,2003-07-14,45,3
ParlaMint-SI-en_2003-07-15-SDZ3-Redna-28-meta.tsv,2003-07-15,45,6
ParlaMint-SI-en_2003-07-16-SDZ3-Izredna-32-meta.tsv,2003-07-16,24,2
ParlaMint-SI-en_2003-09-29-SDZ3-Redna-29-meta.tsv,2003-09-29,35,3
ParlaMint-SI-en_2003-09-30-SDZ3-Redna-29-meta.tsv,2003-09-30,40,7
ParlaMint-SI-en_2003-10-01-SDZ3-Redna-29-meta.tsv,2003-10-01,39,5
ParlaMint-SI-en_2003-10-02-SDZ3-Redna-29-meta.tsv,2003-10-02,49,5
ParlaMint-SI-en_2003-10-08-SDZ3-Izredna-33-meta.tsv,2003-10-08,3,0
ParlaMint-SI-en_2003-10-20-SDZ3-Izredna-34-meta.tsv,2003-10-20,2,0
ParlaMint-SI-en_2003-10-27-SDZ3-Redna-30-meta.tsv,2003-10-27,34,4
ParlaMint-SI-en_2003-10-28-SDZ3-Redna-30-meta.tsv,2003-10-28,64,8
ParlaMint-SI-en_2003-10-29-SDZ3-Redna-30-meta.tsv,2003-10-29,40,7
ParlaMint-SI-en_2003-10-30-SDZ3-Redna-30-meta.tsv,2003-10-30,25,7
ParlaMint-SI-en_2003-11-17-SDZ3-Izredna-35-meta.tsv,2003-11-17,39,3
ParlaMint-SI-en_2003-11-18-SDZ3-Izredna-35-meta.tsv,2003-11-18,43,8
ParlaMint-SI-en_2003-11-24-SDZ3-Redna-31-meta.tsv,2003-11-24,42,7
ParlaMint-SI-en_2003-11-25-SDZ3-Redna-31-meta.tsv,2003-11-25,51,8
ParlaMint-SI-en_2003-11-26-SDZ3-Redna-31-meta.tsv,2003-11-26,46,7
ParlaMint-SI-en_2003-11-27-SDZ3-Redna-31-meta.tsv,2003-11-27,42,7
ParlaMint-SI-en_2003-11-28-SDZ3-Redna-31-meta.tsv,2003-11-28,15,2
ParlaMint-SI-en_2003-12-09-SDZ3-Izredna-36-meta.tsv,2003-12-09,39,3
ParlaMint-SI-en_2003-12-11-SDZ3-Izredna-37-meta.tsv,2003-12-11,41,4
ParlaMint-SI-en_2003-12-12-SDZ3-Izredna-37-meta.tsv,2003-12-12,27,4
ParlaMint-SI-en_2003-12-15-SDZ3-Redna-32-meta.tsv,2003-12-15,28,7
ParlaMint-SI-en_2003-12-16-SDZ3-Redna-32-meta.tsv,2003-12-16,32,7
ParlaMint-SI-en_2003-12-17-SDZ3-Redna-32-meta.tsv,2003-12-17,24,9
ParlaMint-SI-en_2003-12-18-SDZ3-Redna-32-meta.tsv,2003-12-18,41,6
ParlaMint-SI-en_2003-12-19-SDZ3-Redna-32-meta.tsv,2003-12-19,33,0
ParlaMint-SI-en_2003-12-30-SDZ3-Izredna-38-meta.tsv,2003-12-30,36,5
ParlaMint-SI-en_2004-01-26-SDZ3-Redna-33-meta.tsv,2004-01-26,36,7
ParlaMint-SI-en_2004-01-27-SDZ3-Redna-33-meta.tsv,2004-01-27,42,9
ParlaMint-SI-en_2004-01-28-SDZ3-Redna-33-meta.tsv,2004-01-28,42,8
ParlaMint-SI-en_2004-01-29-SDZ3-Redna-33-meta.tsv,2004-01-29,37,5
ParlaMint-SI-en_2004-02-02-SDZ3-Izredna-39-meta.tsv,2004-02-02,38,6
ParlaMint-SI-en_2004-02-10-SDZ3-Izredna-40-meta.tsv,2004-02-10,43,5
ParlaMint-SI-en_2004-02-23-SDZ3-Redna-34-meta.tsv,2004-02-23,34,9
ParlaMint-SI-en_2004-02-24-SDZ3-Redna-34-meta.tsv,2004-02-24,44,8
ParlaMint-SI-en_2004-02-25-SDZ3-Redna-34-meta.tsv,2004-02-25,46,12
ParlaMint-SI-en_2004-02-26-SDZ3-Redna-34-meta.tsv,2004-02-26,47,9
ParlaMint-SI-en_2004-02-27-SDZ3-Redna-34-meta.tsv,2004-02-27,44,9
ParlaMint-SI-en_2004-03-02-SDZ3-Izredna-41-meta.tsv,2004-03-02,42,5
ParlaMint-SI-en_2004-03-22-SDZ3-Redna-35-meta.tsv,2004-03-22,27,6
ParlaMint-SI-en_2004-03-23-SDZ3-Redna-35-meta.tsv,2004-03-23,46,8
ParlaMint-SI-en_2004-03-24-SDZ3-Redna-35-meta.tsv,2004-03-24,31,2
ParlaMint-SI-en_2004-03-25-SDZ3-Redna-35-meta.tsv,2004-03-25,38,5
ParlaMint-SI-en_2004-03-26-SDZ3-Redna-35-meta.tsv,2004-03-26,33,8
ParlaMint-SI-en_2004-03-29-SDZ3-Redna-35-meta.tsv,2004-03-29,42,9
ParlaMint-SI-en_2004-03-30-SDZ3-Redna-35-meta.tsv,2004-03-30,55,6
ParlaMint-SI-en_2004-03-31-SDZ3-Redna-35-meta.tsv,2004-03-31,18,2
ParlaMint-SI-en_2004-04-01-SDZ3-Redna-35-meta.tsv,2004-04-01,1,0
ParlaMint-SI-en_2004-04-05-SDZ3-Izredna-42-meta.tsv,2004-04-05,25,1
ParlaMint-SI-en_2004-04-06-SDZ3-Izredna-42-meta.tsv,2004-04-06,43,9
ParlaMint-SI-en_2004-04-07-SDZ3-Izredna-42-meta.tsv,2004-04-07,27,10
ParlaMint-SI-en_2004-04-08-SDZ3-Izredna-42-meta.tsv,2004-04-08,39,4
ParlaMint-SI-en_2004-04-09-SDZ3-Izredna-42-meta.tsv,2004-04-09,33,7
ParlaMint-SI-en_2004-04-19-SDZ3-Izredna-43-meta.tsv,2004-04-19,47,8
ParlaMint-SI-en_2004-04-20-SDZ3-Izredna-43-meta.tsv,2004-04-20,41,7
ParlaMint-SI-en_2004-04-21-SDZ3-Izredna-43-meta.tsv,2004-04-21,31,4
ParlaMint-SI-en_2004-04-22-SDZ3-Izredna-43-meta.tsv,2004-04-22,34,6
ParlaMint-SI-en_2004-04-23-SDZ3-Izredna-43-meta.tsv,2004-04-23,28,3
ParlaMint-SI-en_2004-05-06-SDZ3-Izredna-44-meta.tsv,2004-05-06,52,5
ParlaMint-SI-en_2004-05-07-SDZ3-Izredna-44-meta.tsv,2004-05-07,49,9
ParlaMint-SI-en_2004-05-12-SDZ3-Izredna-45-meta.tsv,2004-05-12,34,5
ParlaMint-SI-en_2004-05-17-SDZ3-Redna-36-meta.tsv,2004-05-17,37,7
ParlaMint-SI-en_2004-05-18-SDZ3-Redna-36-meta.tsv,2004-05-18,36,11
ParlaMint-SI-en_2004-05-19-SDZ3-Redna-36-meta.tsv,2004-05-19,35,7
ParlaMint-SI-en_2004-05-20-SDZ3-Redna-36-meta.tsv,2004-05-20,26,1
