Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u1	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Opposition	Centre	JuhaSipilä	Sipilä, Juha	M	1961	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u2	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Opposition	Centre	JuhaSipilä	Sipilä, Juha	M	1961	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u3	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Opposition	Centre	JuhaSipilä	Sipilä, Juha	M	1961	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u4	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Opposition	Centre	JuhaSipilä	Sipilä, Juha	M	1961	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u5	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Opposition	Centre	JuhaSipilä	Sipilä, Juha	M	1961	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u6	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	SirkkaLiisaAnttila	Anttila, Sirkka-Liisa	F	1943	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u7	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	PerttiSalolainen	Salolainen, Pertti	M	1940	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u8	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	SeppoKääriäinen	Kääriäinen, Seppo	M	1948	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u9	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	TimoKalli	Kalli, Timo	M	1947	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u10	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	NiiloKeränen	Keränen, Niilo	M	1950	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u11	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	EskoKiviranta	Kiviranta, Esko	M	1950	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u12	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RitvaElomaa	Elomaa, Ritva	F	1955	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u13	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	PenttiOinonen	Oinonen, Pentti	M	1952	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u14	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	KaukoJuhantalo	Juhantalo, Kauko	M	1942	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u15	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	ToimiKankaanniemi	Kankaanniemi, Toimi	M	1950	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u16	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	KaukoJuhantalo	Juhantalo, Kauko	M	1942	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u17	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	SeppoKääriäinen	Kääriäinen, Seppo	M	1948	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u18	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	IlkkaKanerva	Kanerva, Ilkka	M	1948	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u19	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Opposition	Centre	AilaPaloniemi	Paloniemi, Aila	F	1956	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u20	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	LeaMäkipää	Mäkipää, Lea	F	1947	
ParlaMint-FI-en_2015-05-05-ps-2	ParlaMint-FI_2015-05-05-ps-2.u21	Minutes of the Finnish Parliament's plenary session 2/2015, 2015-05-05	2015-05-05	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 2	2015-05-05	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	PerttiSalolainen	Salolainen, Pertti	M	1940	
