Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u1	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u2	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u3	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u4	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u5	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u6	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u7	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u8	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u9	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-05-29-ps-11	ParlaMint-FI_2015-05-29-ps-11.u10	Minutes of the Finnish Parliament's plenary session 11/2015, 2015-05-29	2015-05-29	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 11	2015-05-29	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
