Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-05-19-ps-5	ParlaMint-FI_2015-05-19-ps-5.u1	Minutes of the Finnish Parliament's plenary session 5/2015, 2015-05-19	2015-05-19	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 5	2015-05-19	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	TimoSoini	Soini, Timo	M	1962	
ParlaMint-FI-en_2015-05-19-ps-5	ParlaMint-FI_2015-05-19-ps-5.u2	Minutes of the Finnish Parliament's plenary session 5/2015, 2015-05-19	2015-05-19	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 5	2015-05-19	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	MikaNiikko	Niikko, Mika	M	1967	
ParlaMint-FI-en_2015-05-19-ps-5	ParlaMint-FI_2015-05-19-ps-5.u3	Minutes of the Finnish Parliament's plenary session 5/2015, 2015-05-19	2015-05-19	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 5	2015-05-19	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	TimoSoini	Soini, Timo	M	1962	
ParlaMint-FI-en_2015-05-19-ps-5	ParlaMint-FI_2015-05-19-ps-5.u4	Minutes of the Finnish Parliament's plenary session 5/2015, 2015-05-19	2015-05-19	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 5	2015-05-19	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	TimoSoini	Soini, Timo	M	1962	
ParlaMint-FI-en_2015-05-19-ps-5	ParlaMint-FI_2015-05-19-ps-5.u5	Minutes of the Finnish Parliament's plenary session 5/2015, 2015-05-19	2015-05-19	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 5	2015-05-19	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	TimoSoini	Soini, Timo	M	1962	
