Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u1	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u2	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	FranciscoVañóFerre	Vañó Ferre, Francisco	M	1950	
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u3	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u4	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u5	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	PabloIglesiasTurrión	Iglesias Turrión, Pablo	M	1978	
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u6	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u7	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u8	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Regular	MP	notMinister	C-P-EUPV	Compromís - Podemos - Esquerra Unida del País Valencià	Opposition	-	IgnasiCandelaSerna	Candela Serna, Ignasi	M	1987	
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u9	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u10	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u11	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-20-CD181120	ParlaMint-ES_2018-11-20-CD181120.u12	Plenary session 159 (2018-11-20)	2018-11-20	Lower house	Legislatura XII	Sesión plenaria núm. 159	-	2018-11-20	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
