Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u1	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u2	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u3	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u4	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u5	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u6	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u7	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u8	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u9	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	SergiMiqueliValentí	Miquel i Valentí, Sergi	M	1989	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u10	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u11	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	FrancescXavierEritjaCiuró	Eritja Ciuró, Francesc Xavier	M	1970	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u12	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u13	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MarcialGómezBalsera	Gómez Balsera, Marcial	M	1972	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u14	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u15	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	MaríaGloriaElizoSerrano	Elizo Serrano, María Gloria	F	1966	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u16	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u17	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	ArtemiRalloLombarte	Rallo Lombarte, Artemi	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u18	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u19	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	LeopoldoBarredaDeLosRíos	Barreda De Los Ríos, Leopoldo	M	1960	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u20	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u21	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u22	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	MarianBeitialarrangoitiaLizarralde	Beitialarrangoitia Lizarralde, Marian	F	1968	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u23	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u24	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	MarianBeitialarrangoitiaLizarralde	Beitialarrangoitia Lizarralde, Marian	F	1968	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u25	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u26	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u27	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u28	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u29	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u30	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u31	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u32	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EC-UP	En Comú Podem - Unidas Podemos	Opposition	Left	YolandaDíazPérez	Díaz Pérez, Yolanda	F	1971	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u33	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u34	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	GregorioCámaraVillar	Cámara Villar, Gregorio	M	1953	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u35	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u36	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	GregorioCámaraVillar	Cámara Villar, Gregorio	M	1953	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u37	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u38	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelLorenzoTorres	Lorenzo Torres, Miguel	M	1961	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u39	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u40	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u41	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	SilviaHerediaMartín	Heredia Martín, Silvia	F	1979	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u42	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u43	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	SilviaHerediaMartín	Heredia Martín, Silvia	F	1979	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u44	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u45	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	SilviaHerediaMartín	Heredia Martín, Silvia	F	1979	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u46	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u47	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	PatriciaReyesRivera	Reyes Rivera, Patricia	F	1973	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u48	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u49	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EM-P-A-EU	En Marea - Podemos - Anova - Esquerda Unida	Opposition	-	ÁngelaRodríguezMartínez	Rodríguez Martínez, Ángela	F	1989	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u50	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u51	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u52	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u53	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RosaMaríaRomeroSánchez	Romero Sánchez, Rosa María	F	1970	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u54	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	C-P-EUPV	Compromís - Podemos - Esquerra Unida del País Valencià	Opposition	-	EnricBatalleriRuiz	Bataller i Ruiz, Enric	M	1965	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u55	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RosaMaríaRomeroSánchez	Romero Sánchez, Rosa María	F	1970	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u56	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	CDC	Convergècia Democràtica de Catalunya	Opposition	Centre-right	LourdesCiuróiBuldó	Ciuró i Buldó, Lourdes	F	1971	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u57	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RosaMaríaRomeroSánchez	Romero Sánchez, Rosa María	F	1970	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u58	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u59	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RosaMaríaRomeroSánchez	Romero Sánchez, Rosa María	F	1970	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u60	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	EsterCapellaiFarré	Capella i Farré, Ester	F	1963	
ParlaMint-ES-en_2018-03-20-CD180320	ParlaMint-ES_2018-03-20-CD180320.u61	Plenary session 106 (2018-03-20)	2018-03-20	Lower house	Legislatura XII	Sesión plenaria núm. 106	-	2018-03-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
