Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u1	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u2	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u3	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u4	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelÁngelPaniaguaNúñez	Paniagua Núñez, Miguel Ángel	M	1964	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u5	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u6	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelÁngelPaniaguaNúñez	Paniagua Núñez, Miguel Ángel	M	1964	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u7	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u8	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u9	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u10	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u11	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u12	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u13	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u14	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u15	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u16	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	JoanCapdevilaiEsteve	Capdevila i Esteve, Joan	M	1965	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u17	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u18	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	VicenteTenOliver	Ten Oliver, Vicente	M	1966	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u19	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u20	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2018-04-10-CD180410	ParlaMint-ES_2018-04-10-CD180410.u21	Plenary session 108 (2018-04-10)	2018-04-10	Lower house	Legislatura XII	Sesión plenaria núm. 108	-	2018-04-10	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
