Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u1	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u2	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u3	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	JuanAntonioDelgadoRamos	Delgado Ramos, Juan Antonio	M	1971	
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u4	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u5	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Regular	MP	notMinister	CDC	Convergècia Democràtica de Catalunya	Opposition	Centre-right	FeliuJoanGuillaumesiRàfols	Guillaumes i Ràfols, Feliu-Joan	M	1962	
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u6	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u7	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u8	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u9	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u10	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u11	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	AlbertRiveraDíaz	Rivera Díaz, Albert	M	1979	
ParlaMint-ES-en_2018-11-13-CD181113	ParlaMint-ES_2018-11-13-CD181113.u12	Plenary session 156 (2018-11-13)	2018-11-13	Lower house	Legislatura XII	Sesión plenaria núm. 156	-	2018-11-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
