Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u1	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u2	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u3	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u4	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u5	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u6	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u7	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u8	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u9	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u10	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u11	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u12	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsMonteroCuadrado	Montero Cuadrado, María Jesús	F	1966	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u13	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u14	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	VíctorValentínPírizMaya	Píriz Maya, Víctor Valentín	M	1975	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u15	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u16	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u17	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u18	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u19	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u20	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u21	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-12-20-CD181220	ParlaMint-ES_2018-12-20-CD181220.u22	Plenary session 167 (2018-12-20)	2018-12-20	Lower house	Legislatura XII	Sesión plenaria núm. 167	-	2018-12-20	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	AntonioRoldánMonés	Roldán Monés, Antonio	M	1983	
