Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u1	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u2	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u3	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u4	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VíctorCasalGuillén	Casal Guillén, Víctor	M	1985	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u5	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u6	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	PedroJoséHernandoGarcía	Hernando García, Pedro José	M	1968	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u7	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u8	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	FranciscoJavierRodríguezArgüeso	Rodríguez Argüeso, Francisco Javier	M	1961	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u9	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u10	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Regular	MP	notMinister	CDC	Convergècia Democràtica de Catalunya	Opposition	Centre-right	JordiXuclàiCosta	Xuclà i Costa, Jordi	M	1973	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u11	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u12	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u13	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	RosaAnaAlonsoClusa	Alonso Clusa, Rosa Ana	F	1970	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u14	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u15	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	RicardoCortésLastra	Cortés Lastra, Ricardo	M	1969	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u16	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u17	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	RicardoCortésLastra	Cortés Lastra, Ricardo	M	1969	
ParlaMint-ES-en_2018-03-13-CD180313	ParlaMint-ES_2018-03-13-CD180313.u18	Plenary session 103 (2018-03-13)	2018-03-13	Lower house	Legislatura XII	Sesión plenaria núm. 103	-	2018-03-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
