Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-UA-en_2002-05-14-m0-meta.tsv,2002-05-14,10,22,2,0,0
ParlaMint-UA-en_2002-05-14-m1-meta.tsv,2002-05-14,10,18,2,0,0
ParlaMint-UA-en_2002-05-15-m0-meta.tsv,2002-05-15,17,28,8,0,0
ParlaMint-UA-en_2002-05-15-m1-meta.tsv,2002-05-15,12,28,4,0,0
ParlaMint-UA-en_2002-05-16-m0-meta.tsv,2002-05-16,1,1,0,0,0
ParlaMint-UA-en_2002-05-16-m1-meta.tsv,2002-05-16,1,1,0,0,0
ParlaMint-UA-en_2002-05-17-m0-meta.tsv,2002-05-17,0,0,1,0,0
ParlaMint-UA-en_2002-05-21-m0-meta.tsv,2002-05-21,10,13,0,0,0
ParlaMint-UA-en_2002-05-21-m1-meta.tsv,2002-05-21,0,1,0,0,0
ParlaMint-UA-en_2002-05-22-m0-meta.tsv,2002-05-22,4,8,1,0,0
ParlaMint-UA-en_2002-05-23-m0-meta.tsv,2002-05-23,9,23,3,0,0
ParlaMint-UA-en_2002-05-24-m0-meta.tsv,2002-05-24,2,11,1,0,0
ParlaMint-UA-en_2002-05-28-m0-meta.tsv,2002-05-28,0,1,0,0,0
ParlaMint-UA-en_2002-05-28-m1-meta.tsv,2002-05-28,8,9,1,0,0
ParlaMint-UA-en_2002-05-29-m0-meta.tsv,2002-05-29,6,18,4,0,0
ParlaMint-UA-en_2002-05-29-m1-meta.tsv,2002-05-29,0,1,0,0,0
ParlaMint-UA-en_2002-05-30-m0-meta.tsv,2002-05-30,1,9,1,0,0
ParlaMint-UA-en_2002-05-30-m1-meta.tsv,2002-05-30,8,23,4,0,0
ParlaMint-UA-en_2002-05-31-m0-meta.tsv,2002-05-31,18,34,4,0,0
ParlaMint-UA-en_2002-06-04-m0-meta.tsv,2002-06-04,4,13,0,0,0
ParlaMint-UA-en_2002-06-07-m0-meta.tsv,2002-06-07,0,1,0,0,0
ParlaMint-UA-en_2002-06-11-m0-meta.tsv,2002-06-11,0,2,0,0,0
ParlaMint-UA-en_2002-06-18-m0-meta.tsv,2002-06-18,17,24,2,0,0
ParlaMint-UA-en_2002-06-19-m0-meta.tsv,2002-06-19,15,22,4,0,0
ParlaMint-UA-en_2002-06-20-m0-meta.tsv,2002-06-20,10,30,4,0,0
ParlaMint-UA-en_2002-06-20-m1-meta.tsv,2002-06-20,5,27,5,0,0
ParlaMint-UA-en_2002-06-21-m0-meta.tsv,2002-06-21,10,20,2,0,0
ParlaMint-UA-en_2002-07-02-m0-meta.tsv,2002-07-02,13,18,3,0,0
ParlaMint-UA-en_2002-07-02-m1-meta.tsv,2002-07-02,14,11,1,0,0
ParlaMint-UA-en_2002-07-03-m0-meta.tsv,2002-07-03,16,30,1,0,0
ParlaMint-UA-en_2002-07-04-m0-meta.tsv,2002-07-04,16,36,4,0,0
ParlaMint-UA-en_2002-07-04-m1-meta.tsv,2002-07-04,9,26,5,0,0
ParlaMint-UA-en_2002-07-05-m0-meta.tsv,2002-07-05,15,21,1,0,0
ParlaMint-UA-en_2002-07-09-m0-meta.tsv,2002-07-09,17,24,1,0,0
ParlaMint-UA-en_2002-07-09-m1-meta.tsv,2002-07-09,10,25,2,0,0
ParlaMint-UA-en_2002-07-10-m0-meta.tsv,2002-07-10,18,29,3,0,0
ParlaMint-UA-en_2002-07-10-m1-meta.tsv,2002-07-10,0,0,1,0,0
ParlaMint-UA-en_2002-07-11-m0-meta.tsv,2002-07-11,15,35,8,0,0
ParlaMint-UA-en_2002-07-11-m1-meta.tsv,2002-07-11,11,31,5,0,0
ParlaMint-UA-en_2002-07-12-m0-meta.tsv,2002-07-12,13,19,2,1,0
ParlaMint-UA-en_2002-09-03-m0-meta.tsv,2002-09-03,3,20,1,0,0
ParlaMint-UA-en_2002-09-10-m0-meta.tsv,2002-09-10,18,22,3,0,0
ParlaMint-UA-en_2002-09-10-m1-meta.tsv,2002-09-10,8,21,4,0,0
ParlaMint-UA-en_2002-09-11-m0-meta.tsv,2002-09-11,12,25,5,0,0
ParlaMint-UA-en_2002-09-12-m0-meta.tsv,2002-09-12,15,30,3,0,0
ParlaMint-UA-en_2002-09-12-m1-meta.tsv,2002-09-12,12,28,4,0,0
ParlaMint-UA-en_2002-09-13-m0-meta.tsv,2002-09-13,20,33,1,0,0
ParlaMint-UA-en_2002-09-24-m0-meta.tsv,2002-09-24,18,29,1,0,0
ParlaMint-UA-en_2002-09-24-m1-meta.tsv,2002-09-24,11,11,2,0,0
ParlaMint-UA-en_2002-09-25-m0-meta.tsv,2002-09-25,14,33,2,0,0
ParlaMint-UA-en_2002-09-26-m0-meta.tsv,2002-09-26,8,38,5,1,0
ParlaMint-UA-en_2002-09-26-m1-meta.tsv,2002-09-26,5,12,1,0,0
ParlaMint-UA-en_2002-09-27-m0-meta.tsv,2002-09-27,5,14,0,0,0
ParlaMint-UA-en_2002-10-08-m0-meta.tsv,2002-10-08,13,36,8,0,0
ParlaMint-UA-en_2002-10-15-m0-meta.tsv,2002-10-15,20,32,5,0,0
ParlaMint-UA-en_2002-10-15-m1-meta.tsv,2002-10-15,8,23,2,0,0
ParlaMint-UA-en_2002-10-16-m0-meta.tsv,2002-10-16,17,41,3,0,0
ParlaMint-UA-en_2002-10-17-m0-meta.tsv,2002-10-17,14,39,2,0,0
ParlaMint-UA-en_2002-10-17-m1-meta.tsv,2002-10-17,6,27,1,0,0
ParlaMint-UA-en_2002-10-18-m0-meta.tsv,2002-10-18,11,35,4,0,0
ParlaMint-UA-en_2002-10-22-m0-meta.tsv,2002-10-22,12,34,2,0,0
ParlaMint-UA-en_2002-10-22-m1-meta.tsv,2002-10-22,8,20,2,0,0
ParlaMint-UA-en_2002-10-23-m0-meta.tsv,2002-10-23,17,34,0,0,0
ParlaMint-UA-en_2002-10-24-m0-meta.tsv,2002-10-24,8,27,5,0,0
ParlaMint-UA-en_2002-10-24-m1-meta.tsv,2002-10-24,11,25,2,0,0
ParlaMint-UA-en_2002-10-25-m0-meta.tsv,2002-10-25,19,36,1,0,0
ParlaMint-UA-en_2002-11-12-m0-meta.tsv,2002-11-12,16,37,1,0,0
ParlaMint-UA-en_2002-11-19-m0-meta.tsv,2002-11-19,15,27,3,0,0
ParlaMint-UA-en_2002-11-19-m1-meta.tsv,2002-11-19,9,22,3,0,0
ParlaMint-UA-en_2002-11-20-m0-meta.tsv,2002-11-20,10,33,1,0,0
ParlaMint-UA-en_2002-11-21-m0-meta.tsv,2002-11-21,15,44,3,0,0
ParlaMint-UA-en_2002-11-21-m1-meta.tsv,2002-11-21,6,24,4,0,0
ParlaMint-UA-en_2002-11-22-m0-meta.tsv,2002-11-22,14,38,4,0,0
ParlaMint-UA-en_2002-11-26-m0-meta.tsv,2002-11-26,16,29,2,0,0
ParlaMint-UA-en_2002-11-26-m1-meta.tsv,2002-11-26,8,24,5,0,0
ParlaMint-UA-en_2002-11-27-m0-meta.tsv,2002-11-27,14,36,3,0,0
ParlaMint-UA-en_2002-11-28-m0-meta.tsv,2002-11-28,22,44,5,0,0
ParlaMint-UA-en_2002-11-28-m1-meta.tsv,2002-11-28,20,29,5,0,0
ParlaMint-UA-en_2002-11-29-m0-meta.tsv,2002-11-29,9,32,10,0,0
ParlaMint-UA-en_2002-12-10-m0-meta.tsv,2002-12-10,12,31,7,0,0
ParlaMint-UA-en_2002-12-10-m1-meta.tsv,2002-12-10,10,22,2,0,0
ParlaMint-UA-en_2002-12-11-m0-meta.tsv,2002-12-11,14,35,5,1,0
ParlaMint-UA-en_2002-12-12-m0-meta.tsv,2002-12-12,4,8,0,0,0
ParlaMint-UA-en_2002-12-12-m1-meta.tsv,2002-12-12,0,1,0,0,0
ParlaMint-UA-en_2002-12-13-m0-meta.tsv,2002-12-13,18,45,6,0,0
ParlaMint-UA-en_2002-12-17-m0-meta.tsv,2002-12-17,6,13,1,0,0
ParlaMint-UA-en_2002-12-17-m1-meta.tsv,2002-12-17,0,2,0,0,0
ParlaMint-UA-en_2002-12-18-m0-meta.tsv,2002-12-18,1,4,0,0,0
ParlaMint-UA-en_2002-12-19-m0-meta.tsv,2002-12-19,0,3,0,0,0
ParlaMint-UA-en_2002-12-19-m1-meta.tsv,2002-12-19,0,6,0,0,0
ParlaMint-UA-en_2002-12-24-m0-meta.tsv,2002-12-24,1,1,0,0,0
ParlaMint-UA-en_2002-12-24-m1-meta.tsv,2002-12-24,3,16,4,0,0
ParlaMint-UA-en_2002-12-25-m0-meta.tsv,2002-12-25,25,46,5,0,0
ParlaMint-UA-en_2002-12-26-m0-meta.tsv,2002-12-26,13,40,6,0,0
ParlaMint-UA-en_2002-12-26-m1-meta.tsv,2002-12-26,10,29,4,0,0
