Session,Date,Left,Centre,Right
ParlaMint-UA-en_2002-05-14-m0-meta.tsv,2002-05-14,14,2,13
ParlaMint-UA-en_2002-05-14-m1-meta.tsv,2002-05-14,16,3,5
ParlaMint-UA-en_2002-05-15-m0-meta.tsv,2002-05-15,19,13,15
ParlaMint-UA-en_2002-05-15-m1-meta.tsv,2002-05-15,15,10,12
ParlaMint-UA-en_2002-05-16-m0-meta.tsv,2002-05-16,1,0,1
ParlaMint-UA-en_2002-05-16-m1-meta.tsv,2002-05-16,0,0,2
ParlaMint-UA-en_2002-05-17-m0-meta.tsv,2002-05-17,0,1,0
ParlaMint-UA-en_2002-05-21-m0-meta.tsv,2002-05-21,10,4,6
ParlaMint-UA-en_2002-05-21-m1-meta.tsv,2002-05-21,1,0,0
ParlaMint-UA-en_2002-05-22-m0-meta.tsv,2002-05-22,7,3,2
ParlaMint-UA-en_2002-05-23-m0-meta.tsv,2002-05-23,15,9,6
ParlaMint-UA-en_2002-05-24-m0-meta.tsv,2002-05-24,7,3,2
ParlaMint-UA-en_2002-05-28-m0-meta.tsv,2002-05-28,1,0,0
ParlaMint-UA-en_2002-05-28-m1-meta.tsv,2002-05-28,7,5,2
ParlaMint-UA-en_2002-05-29-m0-meta.tsv,2002-05-29,10,8,9
ParlaMint-UA-en_2002-05-29-m1-meta.tsv,2002-05-29,0,1,0
ParlaMint-UA-en_2002-05-30-m0-meta.tsv,2002-05-30,4,3,2
ParlaMint-UA-en_2002-05-30-m1-meta.tsv,2002-05-30,14,7,10
ParlaMint-UA-en_2002-05-31-m0-meta.tsv,2002-05-31,20,19,12
ParlaMint-UA-en_2002-06-04-m0-meta.tsv,2002-06-04,7,4,3
ParlaMint-UA-en_2002-06-07-m0-meta.tsv,2002-06-07,0,1,0
ParlaMint-UA-en_2002-06-11-m0-meta.tsv,2002-06-11,0,1,0
ParlaMint-UA-en_2002-06-18-m0-meta.tsv,2002-06-18,13,10,13
ParlaMint-UA-en_2002-06-19-m0-meta.tsv,2002-06-19,23,8,9
ParlaMint-UA-en_2002-06-20-m0-meta.tsv,2002-06-20,19,6,14
ParlaMint-UA-en_2002-06-20-m1-meta.tsv,2002-06-20,16,3,13
ParlaMint-UA-en_2002-06-21-m0-meta.tsv,2002-06-21,14,4,9
ParlaMint-UA-en_2002-07-02-m0-meta.tsv,2002-07-02,16,8,6
ParlaMint-UA-en_2002-07-02-m1-meta.tsv,2002-07-02,9,4,7
ParlaMint-UA-en_2002-07-03-m0-meta.tsv,2002-07-03,19,6,15
ParlaMint-UA-en_2002-07-04-m0-meta.tsv,2002-07-04,23,10,15
ParlaMint-UA-en_2002-07-04-m1-meta.tsv,2002-07-04,19,5,10
ParlaMint-UA-en_2002-07-05-m0-meta.tsv,2002-07-05,15,11,9
ParlaMint-UA-en_2002-07-09-m0-meta.tsv,2002-07-09,20,10,7
ParlaMint-UA-en_2002-07-09-m1-meta.tsv,2002-07-09,11,7,12
ParlaMint-UA-en_2002-07-10-m0-meta.tsv,2002-07-10,27,9,9
ParlaMint-UA-en_2002-07-10-m1-meta.tsv,2002-07-10,0,0,0
