Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	Zares	Really — New Politics	Coalition	Centre-left	GantarPavel	Gantar, Pavel	M	1949	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	SD	Social Democrats	Coalition	Centre-left	PahorBorut	Pahor, Borut	M	1963	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	Zares	Really — New Politics	Coalition	Centre-left	GantarPavel	Gantar, Pavel	M	1949	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	SD	Social Democrats	Coalition	Centre-left	PahorBorut	Pahor, Borut	M	1963	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	Zares	Really — New Politics	Coalition	Centre-left	GantarPavel	Gantar, Pavel	M	1949	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	SD	Social Democrats	Coalition	Centre-left	KrižaničFranc	Križanič, Franc	M	1954	
ParlaMint-SI-en_2009-10-09-SDZ5-Izredna-15	ParlaMint-SI_2009-10-09-SDZ5-Izredna-15.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 15, (09. 10. 2009)	2009-10-09	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	Zares	Really — New Politics	Coalition	Centre-left	GantarPavel	Gantar, Pavel	M	1949	
