Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-T6AnWCyVJ15ufuiVoqCy2K	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	notMP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-19	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-25	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-DEQ4Pu7vTLS641joPU2mJm	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-26	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-27	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-CJxwfgKEcZLkNMtSb1MvNX	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-sd5AzUFdwnxeah57jYPyt	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-2r2U7N19ksmP31X4RxN5LW	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-85BZvqfADbqHkaEF3Jo8Nn	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4zYwxyHak5Mu78e8MkwPD3	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-6hygQKyEgJ7kGeiGG1wAts	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-62	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-VGD7xgaYe8vn1bw1mZPv9z	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-71	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-ALBGchAhJ285yhCBH9SGJR	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-81	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-16-prot-201819--37	i-4df35d538b68fbda-86	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 37	2019-01-16	Unicameralism	2018/19	-	-	2018/19--37	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
