Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e43	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e46	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KES	Svendsen, Kenneth	M	1954	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e57	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e75	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TRUW	Wickholm, Truls	M	1978	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e90	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.BT	Tenden, Borghild	F	1951	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e99	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Regular	MP	Minister	Sp	Senterpartiet	Coalition	Centre	person.LSN	Navarsete, Liv Signe	F	1958	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e135	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e143	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e151	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e192	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e204	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e250	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e289	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e309	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e319	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e698	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-12-06-lower	ParlaMint-NO_2007-12-06-lower.ana.ud2075e708	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Lower house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
