Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e42	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e51	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.HOSY	Syversen, Hans Olav	M	1966	
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e72	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e80	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e139	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-06-04-lower	ParlaMint-NO_2007-06-04-lower.ana.ud1083e149	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-06-04	2007-06-04	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-06-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
