Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e84	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e98	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e114	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e130	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e146	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e162	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e178	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e194	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e210	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-12-18-upper	ParlaMint-NO_2007-12-18-upper.ana.ud994e226	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-18	2007-12-18	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
