Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e20	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e41	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e49	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e52	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e57	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2007-09-28	ParlaMint-NO_2007-09-28.ana.ud1164e243	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-09-28	2007-09-28	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-09-28	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
