Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e31	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e34	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e39	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e53	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e56	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e82	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.INGS	Sørfonn, Ingebrigt S.	M	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e97	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e100	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.MMK	Kleppa, Magnhild Meltveit	F	1948	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e113	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e120	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2007-02-20-lower	ParlaMint-NO_2007-02-20-lower.ana.ud1199e128	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-20	2007-02-20	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-20	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
