Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e92	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e108	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e124	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e140	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e156	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e172	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2007-02-08-upper	ParlaMint-NO_2007-02-08-upper.ana.ud2370e188	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-02-08	2007-02-08	Upper house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-02-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
