Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e42	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e51	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.AESO	Sortevik, Arne	M	1947	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e85	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e88	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Regular	MP	Minister	Sp	Senterpartiet	Coalition	Centre	person.LSN	Navarsete, Liv Signe	F	1958	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e109	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e117	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e125	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e198	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e208	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2007-03-26-lower	ParlaMint-NO_2007-03-26-lower.ana.ud1036e270	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-26	2007-03-26	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-26	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
