Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e37	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e40	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.STK	Khan, Saera	F	1979	
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e55	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e103	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e113	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-22-lower	ParlaMint-NO_2007-05-22-lower.ana.ud1218e124	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-22	2007-05-22	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-22	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
