Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2017-11-24-ps-124	ParlaMint-FI_2017-11-24-ps-124.u1	Minutes of the Finnish Parliament's plenary session 124/2017, 2017-11-24	2017-11-24	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 124	2017-11-24	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-11-24-ps-124	ParlaMint-FI_2017-11-24-ps-124.u2	Minutes of the Finnish Parliament's plenary session 124/2017, 2017-11-24	2017-11-24	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 124	2017-11-24	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-11-24-ps-124	ParlaMint-FI_2017-11-24-ps-124.u3	Minutes of the Finnish Parliament's plenary session 124/2017, 2017-11-24	2017-11-24	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 124	2017-11-24	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
